PP_3251_2,PP_3265_1,PP_3265_2,PP_3265_3,PP_6014_1,PP_6014_2,PP_6015_1,PP_6036_1,PP_6036_2,PP_6038_1,PP_6038_2,PP_6127_1
861.1868177,643.2411578,643.2411578,643.2411578,979.887501,979.887501,1065.446975,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
861.8961972,643.8651589,643.8651589,643.8651589,980.6946571,980.6946571,1066.324608,999.72418,999.72418,883.9111863,883.9111863,745.7796914
860.7138979,643.8651589,643.8651589,643.8651589,979.3493969,979.3493969,1064.861886,999.72418,999.72418,883.9111863,883.9111863,745.7796914
860.9503577,643.5531584,643.5531584,643.5531584,979.618449,979.618449,1065.15443,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
860.477438,643.7611588,643.7611588,643.7611588,979.0803449,979.0803449,1064.569341,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
861.6597374,643.6571586,643.6571586,643.6571586,980.4256051,980.4256051,1066.032064,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
860.9503577,643.5531584,643.5531584,643.5531584,979.618449,979.618449,1065.15443,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
860.9503577,643.345158,643.345158,643.345158,979.618449,979.618449,1065.15443,998.9167787,998.9167787,883.1973184,883.1973184,745.1773818
860.9503577,643.6571586,643.6571586,643.6571586,979.618449,979.618449,1065.15443,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
861.4232775,643.4491582,643.4491582,643.4491582,980.156553,980.156553,1065.739519,999.078259,999.078259,883.340092,883.340092,745.2978437
860.9503577,643.5531584,643.5531584,643.5531584,979.618449,979.618449,1065.15443,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
861.1868177,643.345158,643.345158,643.345158,979.887501,979.887501,1065.446975,998.9167787,998.9167787,883.1973184,883.1973184,745.1773818
859.5315986,643.6571586,643.6571586,643.6571586,978.0041368,978.0041368,1063.399164,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
860.477438,643.7611588,643.7611588,643.7611588,979.0803449,979.0803449,1064.569341,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
860.2409782,644.0731593,644.0731593,644.0731593,978.8112929,978.8112929,1064.276797,1000.04714,1000.04714,884.1967334,884.1967334,746.0206152
859.2951388,643.8651589,643.8651589,643.8651589,977.7350848,977.7350848,1063.106619,999.72418,999.72418,883.9111863,883.9111863,745.7796914
859.5315986,643.9691591,643.9691591,643.9691591,978.0041368,978.0041368,1063.399164,999.8856601,999.8856601,884.0539598,884.0539598,745.9001533
859.5315986,643.5531584,643.5531584,643.5531584,978.0041368,978.0041368,1063.399164,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
859.0586789,643.5531584,643.5531584,643.5531584,977.4660327,977.4660327,1062.814075,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
860.477438,643.5531584,643.5531584,643.5531584,979.0803449,979.0803449,1064.569341,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
860.0045183,643.4491582,643.4491582,643.4491582,978.5422408,978.5422408,1063.984253,999.078259,999.078259,883.340092,883.340092,745.2978437
861.6597374,643.7611588,643.7611588,643.7611588,980.4256051,980.4256051,1066.032064,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
861.4232775,643.4491582,643.4491582,643.4491582,980.156553,980.156553,1065.739519,999.078259,999.078259,883.340092,883.340092,745.2978437
861.1868177,643.5531584,643.5531584,643.5531584,979.887501,979.887501,1065.446975,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
861.6597374,643.5531584,643.5531584,643.5531584,980.4256051,980.4256051,1066.032064,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
861.4232775,643.345158,643.345158,643.345158,980.156553,980.156553,1065.739519,998.9167787,998.9167787,883.1973184,883.1973184,745.1773818
861.8961972,643.8651589,643.8651589,643.8651589,980.6946571,980.6946571,1066.324608,999.72418,999.72418,883.9111863,883.9111863,745.7796914
860.2409782,643.8651589,643.8651589,643.8651589,978.8112929,978.8112929,1064.276797,999.72418,999.72418,883.9111863,883.9111863,745.7796914
863.5514163,643.9691591,643.9691591,643.9691591,982.5780213,982.5780213,1068.37242,999.8856601,999.8856601,884.0539598,884.0539598,745.9001533
861.6597374,643.7611588,643.7611588,643.7611588,980.4256051,980.4256051,1066.032064,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
861.8961972,643.7611588,643.7611588,643.7611588,980.6946571,980.6946571,1066.324608,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
861.1868177,643.6571586,643.6571586,643.6571586,979.887501,979.887501,1065.446975,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
860.9503577,643.2411578,643.2411578,643.2411578,979.618449,979.618449,1065.15443,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
860.7138979,642.9291573,642.9291573,642.9291573,979.3493969,979.3493969,1064.861886,998.2708577,998.2708577,882.6262241,882.6262241,744.6955342
859.2951388,643.7611588,643.7611588,643.7611588,977.7350848,977.7350848,1063.106619,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
859.2951388,642.9291573,642.9291573,642.9291573,977.7350848,977.7350848,1063.106619,998.2708577,998.2708577,882.6262241,882.6262241,744.6955342
860.2409782,643.8651589,643.8651589,643.8651589,978.8112929,978.8112929,1064.276797,999.72418,999.72418,883.9111863,883.9111863,745.7796914
858.822219,643.4491582,643.4491582,643.4491582,977.1969807,977.1969807,1062.52153,999.078259,999.078259,883.340092,883.340092,745.2978437
858.822219,643.8651589,643.8651589,643.8651589,977.1969807,977.1969807,1062.52153,999.72418,999.72418,883.9111863,883.9111863,745.7796914
857.8763796,643.6571586,643.6571586,643.6571586,976.1207726,976.1207726,1061.351352,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
858.3492993,643.5531584,643.5531584,643.5531584,976.6588766,976.6588766,1061.936441,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
831.3928751,643.7611588,643.7611588,643.7611588,945.986945,945.986945,1028.586371,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
822.4074002,644.0731593,644.0731593,644.0731593,935.7629677,935.7629677,1017.469681,1000.04714,1000.04714,884.1967334,884.1967334,746.0206152
826.9001377,643.7611588,643.7611588,643.7611588,940.8749563,940.8749563,1023.028026,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
820.9886411,643.9691591,643.9691591,643.9691591,934.1486555,934.1486555,1015.714414,999.8856601,999.8856601,884.0539598,884.0539598,745.9001533
827.3730574,643.8651589,643.8651589,643.8651589,941.4130604,941.4130604,1023.613115,999.72418,999.72418,883.9111863,883.9111863,745.7796914
831.1564152,643.6571586,643.6571586,643.6571586,945.7178929,945.7178929,1028.293827,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
834.4668532,643.9691591,643.9691591,643.9691591,949.4846214,949.4846214,1032.389449,999.8856601,999.8856601,884.0539598,884.0539598,745.9001533
836.594992,643.9691591,643.9691591,643.9691591,951.9060897,951.9060897,1035.02235,999.8856601,999.8856601,884.0539598,884.0539598,745.9001533
840.3783498,643.8651589,643.8651589,643.8651589,956.2109222,956.2109222,1039.703061,999.72418,999.72418,883.9111863,883.9111863,745.7796914
842.9794083,644.2811597,644.2811597,644.2811597,959.1704945,959.1704945,1042.92105,1000.370101,1000.370101,884.4822805,884.4822805,746.261539
846.5263062,643.6571586,643.6571586,643.6571586,963.206275,963.206275,1047.309217,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
848.4179851,644.1771595,644.1771595,644.1771595,965.3586913,965.3586913,1049.649573,1000.208621,1000.208621,884.339507,884.339507,746.1410771
852.2013428,643.8651589,643.8651589,643.8651589,969.6635238,969.6635238,1054.330285,999.72418,999.72418,883.9111863,883.9111863,745.7796914
854.5659416,643.8651589,643.8651589,643.8651589,972.3540441,972.3540441,1057.25573,999.72418,999.72418,883.9111863,883.9111863,745.7796914
855.7482408,644.3851599,644.3851599,644.3851599,973.6993043,973.6993043,1058.718452,1000.531581,1000.531581,884.6250541,884.6250541,746.3820009
858.1128394,643.7611588,643.7611588,643.7611588,976.3898246,976.3898246,1061.643897,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
859.0586789,643.4491582,643.4491582,643.4491582,977.4660327,977.4660327,1062.814075,999.078259,999.078259,883.340092,883.340092,745.2978437
859.2951388,643.6571586,643.6571586,643.6571586,977.7350848,977.7350848,1063.106619,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
859.2951388,643.8651589,643.8651589,643.8651589,977.7350848,977.7350848,1063.106619,999.72418,999.72418,883.9111863,883.9111863,745.7796914
858.1128394,643.5531584,643.5531584,643.5531584,976.3898246,976.3898246,1061.643897,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
858.822219,643.5531584,643.5531584,643.5531584,977.1969807,977.1969807,1062.52153,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
857.6399197,643.9691591,643.9691591,643.9691591,975.8517205,975.8517205,1061.058808,999.8856601,999.8856601,884.0539598,884.0539598,745.9001533
857.8763796,643.5531584,643.5531584,643.5531584,976.1207726,976.1207726,1061.351352,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
857.8763796,643.6571586,643.6571586,643.6571586,976.1207726,976.1207726,1061.351352,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
857.4034599,643.6571586,643.6571586,643.6571586,975.5826685,975.5826685,1060.766263,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
857.8763796,643.7611588,643.7611588,643.7611588,976.1207726,976.1207726,1061.351352,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
857.8763796,643.2411578,643.2411578,643.2411578,976.1207726,976.1207726,1061.351352,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
857.167,643.6571586,643.6571586,643.6571586,975.3136165,975.3136165,1060.473719,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
857.4034599,643.6571586,643.6571586,643.6571586,975.5826685,975.5826685,1060.766263,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
857.4034599,643.2411578,643.2411578,643.2411578,975.5826685,975.5826685,1060.766263,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
856.9305402,643.4491582,643.4491582,643.4491582,975.0445644,975.0445644,1060.181174,999.078259,999.078259,883.340092,883.340092,745.2978437
857.8763796,643.345158,643.345158,643.345158,976.1207726,976.1207726,1061.351352,998.9167787,998.9167787,883.1973184,883.1973184,745.1773818
858.1128394,643.6571586,643.6571586,643.6571586,976.3898246,976.3898246,1061.643897,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
857.6399197,643.6571586,643.6571586,643.6571586,975.8517205,975.8517205,1061.058808,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
857.6399197,643.345158,643.345158,643.345158,975.8517205,975.8517205,1061.058808,998.9167787,998.9167787,883.1973184,883.1973184,745.1773818
858.5857591,644.0731593,644.0731593,644.0731593,976.9279287,976.9279287,1062.228986,1000.04714,1000.04714,884.1967334,884.1967334,746.0206152
857.8763796,643.7611588,643.7611588,643.7611588,976.1207726,976.1207726,1061.351352,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
857.167,643.345158,643.345158,643.345158,975.3136165,975.3136165,1060.473719,998.9167787,998.9167787,883.1973184,883.1973184,745.1773818
856.6940802,643.6571586,643.6571586,643.6571586,974.7755124,974.7755124,1059.88863,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
856.9305402,643.1371576,643.1371576,643.1371576,975.0445644,975.0445644,1060.181174,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
855.511781,642.6171567,642.6171567,642.6171567,973.4302522,973.4302522,1058.425908,997.7864171,997.7864171,882.1979034,882.1979034,744.3341484
855.2753211,643.1371576,643.1371576,643.1371576,973.1612002,973.1612002,1058.133363,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
855.0388613,643.5531584,643.5531584,643.5531584,972.8921482,972.8921482,1057.840819,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
855.0388613,643.4491582,643.4491582,643.4491582,972.8921482,972.8921482,1057.840819,999.078259,999.078259,883.340092,883.340092,745.2978437
854.5659416,643.1371576,643.1371576,643.1371576,972.3540441,972.3540441,1057.25573,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
854.3294816,643.7611588,643.7611588,643.7611588,972.0849921,972.0849921,1056.963185,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
852.4378027,643.1371576,643.1371576,643.1371576,969.9325758,969.9325758,1054.622829,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
853.1471823,643.5531584,643.5531584,643.5531584,970.7397319,970.7397319,1055.500463,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
853.8565619,643.2411578,643.2411578,643.2411578,971.546888,971.546888,1056.378096,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
854.3294816,643.345158,643.345158,643.345158,972.0849921,972.0849921,1056.963185,998.9167787,998.9167787,883.1973184,883.1973184,745.1773818
854.0930218,643.7611588,643.7611588,643.7611588,971.81594,971.81594,1056.670641,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
855.0388613,643.6571586,643.6571586,643.6571586,972.8921482,972.8921482,1057.840819,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
855.0388613,643.5531584,643.5531584,643.5531584,972.8921482,972.8921482,1057.840819,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
855.511781,643.5531584,643.5531584,643.5531584,973.4302522,973.4302522,1058.425908,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
855.9847007,643.5531584,643.5531584,643.5531584,973.9683563,973.9683563,1059.010996,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
855.7482408,643.7611588,643.7611588,643.7611588,973.6993043,973.6993043,1058.718452,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
855.511781,643.1371576,643.1371576,643.1371576,973.4302522,973.4302522,1058.425908,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
854.3294816,643.0331574,643.0331574,643.0331574,972.0849921,972.0849921,1056.963185,998.432338,998.432338,882.7689977,882.7689977,744.8159961
855.2753211,643.1371576,643.1371576,643.1371576,973.1612002,973.1612002,1058.133363,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
855.511781,642.7211569,642.7211569,642.7211569,973.4302522,973.4302522,1058.425908,997.9478973,997.9478973,882.340677,882.340677,744.4546103
854.3294816,642.7211569,642.7211569,642.7211569,972.0849921,972.0849921,1056.963185,997.9478973,997.9478973,882.340677,882.340677,744.4546103
853.6201021,642.0971558,642.0971558,642.0971558,971.277836,971.277836,1056.085552,996.9790158,996.9790158,881.4840355,881.4840355,743.7318389
853.8565619,642.8251571,642.8251571,642.8251571,971.546888,971.546888,1056.378096,998.1093775,998.1093775,882.4834505,882.4834505,744.5750722
853.3836422,642.3051561,642.3051561,642.3051561,971.0087839,971.0087839,1055.793007,997.3019763,997.3019763,881.7695827,881.7695827,743.9727627
853.8565619,642.2011559,642.2011559,642.2011559,971.546888,971.546888,1056.378096,997.1404961,997.1404961,881.6268091,881.6268091,743.8523008
851.964883,642.4091563,642.4091563,642.4091563,969.3944718,969.3944718,1054.03774,997.4634566,997.4634566,881.9123562,881.9123562,744.0932246
852.6742626,642.8251571,642.8251571,642.8251571,970.2016279,970.2016279,1054.915374,998.1093775,998.1093775,882.4834505,882.4834505,744.5750722
852.2013428,642.2011559,642.2011559,642.2011559,969.6635238,969.6635238,1054.330285,997.1404961,997.1404961,881.6268091,881.6268091,743.8523008
852.6742626,642.5131565,642.5131565,642.5131565,970.2016279,970.2016279,1054.915374,997.6249368,997.6249368,882.0551298,882.0551298,744.2136865
851.964883,642.9291573,642.9291573,642.9291573,969.3944718,969.3944718,1054.03774,998.2708577,998.2708577,882.6262241,882.6262241,744.6955342
853.1471823,642.2011559,642.2011559,642.2011559,970.7397319,970.7397319,1055.500463,997.1404961,997.1404961,881.6268091,881.6268091,743.8523008
850.3096639,642.5131565,642.5131565,642.5131565,967.5111075,967.5111075,1051.989929,997.6249368,997.6249368,882.0551298,882.0551298,744.2136865
851.7284231,642.9291573,642.9291573,642.9291573,969.1254197,969.1254197,1053.745196,998.2708577,998.2708577,882.6262241,882.6262241,744.6955342
851.964883,642.0971558,642.0971558,642.0971558,969.3944718,969.3944718,1054.03774,996.9790158,996.9790158,881.4840355,881.4840355,743.7318389
853.3836422,642.7211569,642.7211569,642.7211569,971.0087839,971.0087839,1055.793007,997.9478973,997.9478973,882.340677,882.340677,744.4546103
852.6742626,642.5131565,642.5131565,642.5131565,970.2016279,970.2016279,1054.915374,997.6249368,997.6249368,882.0551298,882.0551298,744.2136865
853.8565619,642.9291573,642.9291573,642.9291573,971.546888,971.546888,1056.378096,998.2708577,998.2708577,882.6262241,882.6262241,744.6955342
853.6201021,642.9291573,642.9291573,642.9291573,971.277836,971.277836,1056.085552,998.2708577,998.2708577,882.6262241,882.6262241,744.6955342
853.3836422,642.6171567,642.6171567,642.6171567,971.0087839,971.0087839,1055.793007,997.7864171,997.7864171,882.1979034,882.1979034,744.3341484
853.8565619,643.1371576,643.1371576,643.1371576,971.546888,971.546888,1056.378096,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
853.3836422,643.2411578,643.2411578,643.2411578,971.0087839,971.0087839,1055.793007,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
854.0930218,643.0331574,643.0331574,643.0331574,971.81594,971.81594,1056.670641,998.432338,998.432338,882.7689977,882.7689977,744.8159961
853.8565619,643.1371576,643.1371576,643.1371576,971.546888,971.546888,1056.378096,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
853.6201021,643.0331574,643.0331574,643.0331574,971.277836,971.277836,1056.085552,998.432338,998.432338,882.7689977,882.7689977,744.8159961
853.3836422,642.7211569,642.7211569,642.7211569,971.0087839,971.0087839,1055.793007,997.9478973,997.9478973,882.340677,882.340677,744.4546103
852.2013428,642.6171567,642.6171567,642.6171567,969.6635238,969.6635238,1054.330285,997.7864171,997.7864171,882.1979034,882.1979034,744.3341484
852.6742626,642.3051561,642.3051561,642.3051561,970.2016279,970.2016279,1054.915374,997.3019763,997.3019763,881.7695827,881.7695827,743.9727627
851.964883,642.8251571,642.8251571,642.8251571,969.3944718,969.3944718,1054.03774,998.1093775,998.1093775,882.4834505,882.4834505,744.5750722
851.0190436,642.2011559,642.2011559,642.2011559,968.3182636,968.3182636,1052.867563,997.1404961,997.1404961,881.6268091,881.6268091,743.8523008
850.7825837,642.5131565,642.5131565,642.5131565,968.0492116,968.0492116,1052.575018,997.6249368,997.6249368,882.0551298,882.0551298,744.2136865
850.5461239,642.8251571,642.8251571,642.8251571,967.7801596,967.7801596,1052.282474,998.1093775,998.1093775,882.4834505,882.4834505,744.5750722
850.3096639,642.8251571,642.8251571,642.8251571,967.5111075,967.5111075,1051.989929,998.1093775,998.1093775,882.4834505,882.4834505,744.5750722
850.3096639,642.8251571,642.8251571,642.8251571,967.5111075,967.5111075,1051.989929,998.1093775,998.1093775,882.4834505,882.4834505,744.5750722
850.5461239,642.8251571,642.8251571,642.8251571,967.7801596,967.7801596,1052.282474,998.1093775,998.1093775,882.4834505,882.4834505,744.5750722
849.3638245,643.0331574,643.0331574,643.0331574,966.4348994,966.4348994,1050.819751,998.432338,998.432338,882.7689977,882.7689977,744.8159961
849.8367442,643.4491582,643.4491582,643.4491582,966.9730035,966.9730035,1051.40484,999.078259,999.078259,883.340092,883.340092,745.2978437
850.7825837,643.0331574,643.0331574,643.0331574,968.0492116,968.0492116,1052.575018,998.432338,998.432338,882.7689977,882.7689977,744.8159961
850.5461239,643.2411578,643.2411578,643.2411578,967.7801596,967.7801596,1052.282474,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
850.7825837,643.1371576,643.1371576,643.1371576,968.0492116,968.0492116,1052.575018,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
851.2555034,643.2411578,643.2411578,643.2411578,968.5873157,968.5873157,1053.160107,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
851.4919633,643.7611588,643.7611588,643.7611588,968.8563677,968.8563677,1053.452651,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
851.2555034,643.1371576,643.1371576,643.1371576,968.5873157,968.5873157,1053.160107,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
850.7825837,643.6571586,643.6571586,643.6571586,968.0492116,968.0492116,1052.575018,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
851.4919633,643.5531584,643.5531584,643.5531584,968.8563677,968.8563677,1053.452651,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
851.0190436,643.6571586,643.6571586,643.6571586,968.3182636,968.3182636,1052.867563,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
851.0190436,643.5531584,643.5531584,643.5531584,968.3182636,968.3182636,1052.867563,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
850.5461239,643.4491582,643.4491582,643.4491582,967.7801596,967.7801596,1052.282474,999.078259,999.078259,883.340092,883.340092,745.2978437
851.0190436,643.4491582,643.4491582,643.4491582,968.3182636,968.3182636,1052.867563,999.078259,999.078259,883.340092,883.340092,745.2978437
850.3096639,643.5531584,643.5531584,643.5531584,967.5111075,967.5111075,1051.989929,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
849.1273647,643.1371576,643.1371576,643.1371576,966.1658474,966.1658474,1050.527207,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
848.4179851,643.2411578,643.2411578,643.2411578,965.3586913,965.3586913,1049.649573,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
848.654445,642.7211569,642.7211569,642.7211569,965.6277433,965.6277433,1049.942118,997.9478973,997.9478973,882.340677,882.340677,744.4546103
847.9450653,643.1371576,643.1371576,643.1371576,964.8205872,964.8205872,1049.064484,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
846.7627661,642.8251571,642.8251571,642.8251571,963.475327,963.475327,1047.601762,998.1093775,998.1093775,882.4834505,882.4834505,744.5750722
847.4721456,642.7211569,642.7211569,642.7211569,964.2824831,964.2824831,1048.479395,997.9478973,997.9478973,882.340677,882.340677,744.4546103
847.9450653,642.8251571,642.8251571,642.8251571,964.8205872,964.8205872,1049.064484,998.1093775,998.1093775,882.4834505,882.4834505,744.5750722
848.654445,642.9291573,642.9291573,642.9291573,965.6277433,965.6277433,1049.942118,998.2708577,998.2708577,882.6262241,882.6262241,744.6955342
850.0732041,642.8251571,642.8251571,642.8251571,967.2420555,967.2420555,1051.697385,998.1093775,998.1093775,882.4834505,882.4834505,744.5750722
850.3096639,642.9291573,642.9291573,642.9291573,967.5111075,967.5111075,1051.989929,998.2708577,998.2708577,882.6262241,882.6262241,744.6955342
849.3638245,642.7211569,642.7211569,642.7211569,966.4348994,966.4348994,1050.819751,997.9478973,997.9478973,882.340677,882.340677,744.4546103
851.964883,642.7211569,642.7211569,642.7211569,969.3944718,969.3944718,1054.03774,997.9478973,997.9478973,882.340677,882.340677,744.4546103
849.8367442,643.2411578,643.2411578,643.2411578,966.9730035,966.9730035,1051.40484,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
851.7284231,643.2411578,643.2411578,643.2411578,969.1254197,969.1254197,1053.745196,998.7552985,998.7552985,883.0545448,883.0545448,745.0569199
851.2555034,643.4491582,643.4491582,643.4491582,968.5873157,968.5873157,1053.160107,999.078259,999.078259,883.340092,883.340092,745.2978437
851.964883,643.5531584,643.5531584,643.5531584,969.3944718,969.3944718,1054.03774,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
851.964883,643.4491582,643.4491582,643.4491582,969.3944718,969.3944718,1054.03774,999.078259,999.078259,883.340092,883.340092,745.2978437
851.964883,643.6571586,643.6571586,643.6571586,969.3944718,969.3944718,1054.03774,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
850.7825837,643.7611588,643.7611588,643.7611588,968.0492116,968.0492116,1052.575018,999.5626997,999.5626997,883.7684127,883.7684127,745.6592294
851.4919633,643.6571586,643.6571586,643.6571586,968.8563677,968.8563677,1053.452651,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
850.0732041,643.4491582,643.4491582,643.4491582,967.2420555,967.2420555,1051.697385,999.078259,999.078259,883.340092,883.340092,745.2978437
851.0190436,644.0731593,644.0731593,644.0731593,968.3182636,968.3182636,1052.867563,1000.04714,1000.04714,884.1967334,884.1967334,746.0206152
850.7825837,643.5531584,643.5531584,643.5531584,968.0492116,968.0492116,1052.575018,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
850.3096639,643.6571586,643.6571586,643.6571586,967.5111075,967.5111075,1051.989929,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
850.3096639,643.5531584,643.5531584,643.5531584,967.5111075,967.5111075,1051.989929,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
851.4919633,643.5531584,643.5531584,643.5531584,968.8563677,968.8563677,1053.452651,999.2397392,999.2397392,883.4828655,883.4828655,745.4183056
851.4919633,643.6571586,643.6571586,643.6571586,968.8563677,968.8563677,1053.452651,999.4012195,999.4012195,883.6256391,883.6256391,745.5387675
851.4919633,643.1371576,643.1371576,643.1371576,968.8563677,968.8563677,1053.452651,998.5938182,998.5938182,882.9117712,882.9117712,744.936458
850.3096639,641.681155,641.681155,641.681155,967.5111075,967.5111075,1051.989929,996.3330948,996.3330948,880.9129412,880.9129412,743.2499912
850.7825837,640.9531537,640.9531537,640.9531537,968.0492116,968.0492116,1052.575018,995.2027332,995.2027332,879.9135262,879.9135262,742.4067578
849.6002844,641.4731546,641.4731546,641.4731546,966.7039514,966.7039514,1051.112296,996.0101344,996.0101344,880.6273941,880.6273941,743.0090674
850.0732041,641.3691545,641.3691545,641.3691545,967.2420555,967.2420555,1051.697385,995.8486542,995.8486542,880.4846205,880.4846205,742.8886055
849.3638245,641.1611541,641.1611541,641.1611541,966.4348994,966.4348994,1050.819751,995.5256937,995.5256937,880.1990734,880.1990734,742.6476817
849.6002844,641.3691545,641.3691545,641.3691545,966.7039514,966.7039514,1051.112296,995.8486542,995.8486542,880.4846205,880.4846205,742.8886055
849.1273647,641.4731546,641.4731546,641.4731546,966.1658474,966.1658474,1050.527207,996.0101344,996.0101344,880.6273941,880.6273941,743.0090674
849.6002844,641.0571539,641.0571539,641.0571539,966.7039514,966.7039514,1051.112296,995.3642134,995.3642134,880.0562998,880.0562998,742.5272198
849.8367442,641.3691545,641.3691545,641.3691545,966.9730035,966.9730035,1051.40484,995.8486542,995.8486542,880.4846205,880.4846205,742.8886055
849.3638245,641.3691545,641.3691545,641.3691545,966.4348994,966.4348994,1050.819751,995.8486542,995.8486542,880.4846205,880.4846205,742.8886055
849.6002844,641.2651543,641.2651543,641.2651543,966.7039514,966.7039514,1051.112296,995.6871739,995.6871739,880.3418469,880.3418469,742.7681436
850.0732041,641.681155,641.681155,641.681155,967.2420555,967.2420555,1051.697385,996.3330948,996.3330948,880.9129412,880.9129412,743.2499912
849.8367442,640.8491535,640.8491535,640.8491535,966.9730035,966.9730035,1051.40484,995.0412529,995.0412529,879.7707527,879.7707527,742.2862959
849.6002844,639.2891507,639.2891507,639.2891507,966.7039514,966.7039514,1051.112296,992.6190492,992.6190492,877.6291491,877.6291491,740.4793673
850.3096639,639.9131518,639.9131518,639.9131518,967.5111075,967.5111075,1051.989929,993.5879308,993.5879308,878.4857905,878.4857905,741.2021387
850.7825837,640.9531537,640.9531537,640.9531537,968.0492116,968.0492116,1052.575018,995.2027332,995.2027332,879.9135262,879.9135262,742.4067578
851.0190436,641.4731546,641.4731546,641.4731546,968.3182636,968.3182636,1052.867563,996.0101344,996.0101344,880.6273941,880.6273941,743.0090674
850.3096639,641.9931556,641.9931556,641.9931556,967.5111075,967.5111075,1051.989929,996.8175356,996.8175356,881.3412619,881.3412619,743.611377
